PostId;PostHistoryId;PostBlockTypeId;LocalId;PredLocalId;SuccLocalId;Comment
20586684;53647582;1;1;null;1; Nicht richtig unterteilt
20586684;53647582;2;2;null;4;
20586684;53647835;1;1;1;null;
20586684;53647835;2;2;null;null;
20586684;53647835;1;3;null;null;
20586684;53647835;2;4;2;null;
